molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3654557,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(CC(O)c5ccccc5F)C4)cc23)ccn1,180.57
CHEMBL3654558,COc1cccc(F)c1CN1C[C@@H](C(F)(F)F)C[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nccn5c4)c3c2)C1,17.96
CHEMBL3654559,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nccn5c4)c3c2)C[C@@H](C(F)(F)F)C1,180.6
CHEMBL3639534,COc1cccc(F)c1CN1CCC(O[Si](C)(C)C(C)(C)C)C(NC(=O)c2ccc3[nH]nc(-c4ccc5nccn5c4)c3c2)C1,317.91
CHEMBL3654560,COc1cccc(F)c1CN1CCC(O)C(NC(=O)c2ccc3[nH]nc(-c4ccc5nccn5c4)c3c2)C1,42.13
CHEMBL3654561,COc1cccc(F)c1CN1CCC(F)C(NC(=O)c2ccc3[nH]nc(-c4ccc5nccn5c4)c3c2)C1,16.26
CHEMBL3654562,COC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1,143.91
CHEMBL3654563,O=C(NC1CCCCN(CCc2ccccc2F)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,5.0
CHEMBL3654564,COC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1ccccc1,40.68
CHEMBL3654565,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccn5ncnc5c4)c3c2)C1,68.94
CHEMBL3654566,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nc(C)nn5c4)c3c2)C1,22.17
CHEMBL3654567,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nncn5c4)c3c2)C1,6.46
CHEMBL3654568,COc1cccc(F)c1CN1CC(NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CCC1C,26.83
CHEMBL3654569,COc1cccc(F)c1CN1CCCC(NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)C1C,66.93
CHEMBL3654570,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(CC(F)(F)c5ccccc5F)C4)cc23)ccn1,169.65
CHEMBL3654571,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(CC(F)(F)c5ccccc5)C4)cc23)ccn1,76.51
CHEMBL3654572,O=C(NC1CCCCN(CCc2cccc3ccccc23)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,12.87
CHEMBL3654573,O=C(NC1CCCCN(CCc2cccc(F)c2)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,13.41
CHEMBL3654574,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5ncsc5c4)c3c2)C1,28.25
CHEMBL3654575,CCc1nnc2ccc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCCN(Cc6c(F)cccc6OC)C5)cc34)cn12,70.92
CHEMBL3654576,CN1CC(NC(=O)c2ccc3[nH]nc(-c4ccc5nccn5c4)c3c2)CCC1C1CC1,394.74
CHEMBL3654577,COc1cccc(F)c1CN1CC(NC(=O)c2ccc3[nH]nc(-c4ccc5nccn5c4)c3c2)CCC1C1CC1,49.32
CHEMBL3654578,O=C(N[C@@H]1CCCN(Cc2ncon2)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,50.09
CHEMBL3654579,O=C(NC1CN(Cc2ccccc2F)CC(F)(F)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,126.56
CHEMBL3654580,O=C(NC1CN(Cc2ccccc2)CC(F)(F)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,143.57
CHEMBL3654581,O=C(NC1CCCCN(CCc2ccc(F)cc2)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,98.08
CHEMBL3654582,COC(=O)[C@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1ccccc1,132.87
CHEMBL3654583,O=C(CN1CCCCC(NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1)c1ccccc1,34.84
CHEMBL3654584,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nsnc5c4)c3c2)C1,175.42
CHEMBL3654585,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nonc5c4)c3c2)C1,300.92
CHEMBL3654586,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nc(C(F)(F)F)nn5c4)c3c2)C1,822.31
CHEMBL3654587,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4nc5ccccc5s4)c3c2)C1,296.49
CHEMBL3654588,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nccn5c4)c3c2)CCC1=O,69.19
CHEMBL3654589,O=C(NC12CC1CCN(Cc1ccccc1)C2)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1,199.62
CHEMBL3654590,CN(C)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1ccccc1,51.31
CHEMBL3654591,COc1ccccc1CCN1CCCCC(NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1,31.07
CHEMBL3654592,O=C(N[C@@H]1CC[C@@H](C(=O)NCc2ccccc2)N(Cc2ccccc2)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,47.53
CHEMBL3654593,CCNC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1ccccc1,48.34
CHEMBL3654594,CC(C)C(NC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1ccccc1)C(C)C,262.24
CHEMBL3654595,O=C(NC1CCCCN(CC2CCc3ccccc32)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,85.42
CHEMBL3654596,O=C(N[C@@H]1CC[C@H](C(=O)NCc2ccccc2)NC1)c1ccc2[nH]nc(-c3ccncc3)c2c1,371.03
CHEMBL3654597,O=C(N[C@@H]1CC[C@@H](C(=O)NCc2ccccc2)NC1)c1ccc2[nH]nc(-c3ccncc3)c2c1,119.93
CHEMBL3654598,COc1cccc(F)c1CN1C[C@@H](C)C[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nc(C)sc5c4)c3c2)C1,3.67
CHEMBL3654599,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nccn5c4)c3c2)CC(F)(F)C1,23.91
CHEMBL3654600,O=C(N[C@H]1CN(Cc2c(F)cccc2F)CC(F)(F)C1)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1,234.47
CHEMBL3654601,O=C(NC12CC1CCN(Cc1c(F)cccc1F)C2)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1,136.21
CHEMBL3654602,COc1cccc(F)c1CN1CCC2CC2(NC(=O)c2ccc3[nH]nc(-c4ccc5nccn5c4)c3c2)C1,86.04
CHEMBL3654603,CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CC[C@H]1C(=O)NCc1ccccc1,350.19
CHEMBL3654604,COc1ccccc1CN1CC(NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CC(F)(F)C1,167.2
CHEMBL3654605,Cc1cccc(C)c1CN1CC(NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CC(F)(F)C1,456.88
CHEMBL3654606,COC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1c(F)cccc1OC,40.53
CHEMBL3654607,COc1cccc(F)c1CN1C[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5ncsc5c4)c3c2)C[C@@H](C)C1,15.23
CHEMBL3654608,Cn1cc2cc(-c3n[nH]c4ccc(C(=O)N[C@@H]5C[C@H](C(F)(F)F)CN(Cc6c(F)cccc6F)C5)cc34)ccc2n1,39.84
CHEMBL3654609,Cn1cc2cc(-c3n[nH]c4ccc(C(=O)N[C@H]5C[C@@H](C(F)(F)F)CN(Cc6c(F)cccc6F)C5)cc34)ccc2n1,374.85
CHEMBL3654610,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CCC1CO,3.58
CHEMBL3654611,O=C(N[C@@H]1CCCN(Cc2c(F)cccc2F)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,36.17
CHEMBL3654612,O=C(NC1CCCCN(CCc2c(F)cccc2F)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,43.29
CHEMBL3654613,COC[C@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1c(F)cccc1OC,455.92
CHEMBL3654614,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1,13.91
CHEMBL3654615,COc1cccc(F)c1CN1C[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nsnc5c4)c3c2)C[C@@H](C)C1,73.64
CHEMBL3654616,COc1cccc(F)c1CC1C[C@H](C(F)(F)F)C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nn(C)cc5c4)c3c2)C1,809.77
CHEMBL3654617,COc1cccc(F)c1CN1C[C@@H](C)C[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccn5ncnc5c4)c3c2)C1,15.14
CHEMBL3654618,COc1cccc(F)c1CN1C[C@@H](C)C[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nonc5c4)c3c2)C1,127.8
CHEMBL3654619,COc1cccc(F)c1CN1C[C@@H](C)C[C@@H](NC(=O)c2ccc3[nH]nc(-c4nc5ccccc5s4)c3c2)C1,61.33
CHEMBL3654620,Cn1cnnc1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1,231.01
CHEMBL3654621,COCCOc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1,16.95
CHEMBL3654622,CNC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1c(F)cccc1OC,2.41
CHEMBL3654623,CCOC(=O)C1CCN(Cc2ccccc2)CC1NC(=O)c1ccc2[nH]nc(-c3ccncc3)c2c1,191.34
CHEMBL3654624,O=C(NC1COCCN(CCc2c(F)cccc2F)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,20.76
CHEMBL3654625,O=C(NC1COCCN(CCc2ccccc2F)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,9.84
CHEMBL3654626,O=C(NC1COCCN(CCc2cccc(F)c2)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,61.6
CHEMBL3654627,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CC[C@H]5CC[C@@H]4N5Cc4ccccc4F)cc23)ccn1,9.1
CHEMBL3654628,COc1cccc(F)c1CN1C2CCC(NC(=O)c3ccc4[nH]nc(-c5ccnc(C)c5)c4c3)C1CC2,20.4
CHEMBL3654629,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CC[C@H]1C(=O)N(C)C,18.2
CHEMBL3654630,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CC[C@H]1C(N)=O,1.7
CHEMBL3654631,CCN(CC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1c(F)cccc1OC,18.4
CHEMBL3654632,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CC[C@H]1C(=O)N1CCCCC1,59.9
CHEMBL3654633,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CC[C@H]1C(=O)N1CCCC1,35.5
CHEMBL3654634,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CC[C@H]1C(=O)N1CCC(F)(F)CC1,35.0
CHEMBL3654635,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N(C)C,37.8
CHEMBL3654636,CCN(CC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1OC,16.2
CHEMBL3654637,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CC(F)(F)C1,14.8
CHEMBL3654638,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCC1,34.9
CHEMBL3654639,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCOCC1,18.2
CHEMBL3654640,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NCCOCc1ccccc1,120.6
CHEMBL3654641,COCCNC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1OC,56.7
CHEMBL3654642,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NC(C)C,46.5
CHEMBL3654643,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NC1CCCC1,105.0
CHEMBL3654644,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NCCO,5.6
CHEMBL3654645,CCCN(CCC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1OC,141.4
CHEMBL3654646,CCCCN(CCCC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1OC,502.0
CHEMBL3654647,CCN(C)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1OC,21.8
CHEMBL3654648,CCCN(C)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1OC,57.0
CHEMBL3654649,CCN(CC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1F,80.7
CHEMBL3654650,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)N(C)C)N(Cc5c(F)cccc5F)C4)cc23)ccn1,74.0
CHEMBL3654651,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)N5CC(F)(F)C5)N(Cc5c(F)cccc5F)C4)cc23)ccn1,96.5
CHEMBL3654652,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)N(C)C)N(Cc5ccccc5F)C4)cc23)ccn1,39.4
CHEMBL3654653,CCN(CC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1ccccc1F,20.1
CHEMBL3654654,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)N5CC(F)(F)C5)N(Cc5ccccc5F)C4)cc23)ccn1,56.6
CHEMBL3654655,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)N(C)C)N(Cc5cccs5)C4)cc23)ccn1,14.4
CHEMBL3654656,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)N5CC(F)(F)C5)N(Cc5cccs5)C4)cc23)ccn1,25.8
CHEMBL3654657,CCN(CC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1cccs1,28.2
CHEMBL3654658,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nn(C)cc5c4)c3c2)CC[C@H]1C(=O)N(C)C,15.9
CHEMBL3639535,CCN(CC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nn(C)cc5c4)c3c2)CN1Cc1c(F)cccc1OC,39.4
CHEMBL3654659,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nn(C)cc5c4)c3c2)CC[C@H]1C(=O)N1CC(F)(F)C1,22.8
CHEMBL3654660,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nc(C)sc5c4)c3c2)CC[C@H]1C(=O)N(C)C,48.0
CHEMBL3654661,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nn(C)cc5c4)c3c2)CC[C@H]1C(=O)Nc1nccs1,112.7
CHEMBL3654662,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)N(C)C)N(CCc5ccccc5)C4)cc23)ccn1,131.3
CHEMBL3654663,CCN(CC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1CCc1ccccc1,157.8
CHEMBL3654664,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)N5CC(F)(F)C5)N(CCc5ccccc5)C4)cc23)ccn1,232.2
CHEMBL3654665,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)Nc5nccs5)N(CCc5ccccc5)C4)cc23)ccn1,132.7
CHEMBL3654666,CCN(CC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nc(C)sc5c4)c3c2)CN1Cc1c(F)cccc1OC,32.9
CHEMBL3658416,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nc(C)sc5c4)c3c2)CC[C@H]1C(=O)N1CC(F)(F)C1,47.4
CHEMBL3658417,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nc(C)sc5c4)c3c2)CC[C@H]1C(N)=O,3.6
CHEMBL3658418,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(N)=O,1.0
CHEMBL3658419,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NN,1.0
CHEMBL3658420,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NN(C)C,12.2
CHEMBL3639572,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCN(C(=O)OC(C)(C)C)CC1,7.0
CHEMBL3658421,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NCCCCl,11.8
CHEMBL3658422,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCC(Cl)CC1,48.3
CHEMBL3658423,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N(C)OC,11.2
CHEMBL3658424,CNNC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1OC,20.2
CHEMBL3658425,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCNCC1,30.0
CHEMBL3658426,CCNC(=O)N1CCN(C(=O)[C@@H]2CC[C@@H](NC(=O)c3ccc4[nH]nc(-c5ccnc(C)c5)c4c3)CN2Cc2c(F)cccc2OC)CC1,16.4
CHEMBL3658427,CNC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1OC,2.7
CHEMBL3658428,CNC(=S)NNC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1OC,1.0
CHEMBL3658429,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnnc4)c3c2)CC[C@H]1C(=O)N(C)C,136.6
CHEMBL3658430,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NCCF,9.0
CHEMBL3658431,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NCC(F)(F)F,46.5
CHEMBL3658432,CCN(CC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnnc4)c3c2)CN1Cc1c(F)cccc1OC,136.7
CHEMBL3658433,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnnc4)c3c2)CC[C@H]1C(=O)N1CC(F)(F)C1,61.2
CHEMBL3658434,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCCO1,10.5
CHEMBL3658435,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCCCO1,9.6
CHEMBL3658436,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCN(C)CC1,32.5
CHEMBL3658437,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCN(C(C)=O)CC1,19.1
CHEMBL3658438,COC(=O)N1CCN(C(=O)[C@@H]2CC[C@@H](NC(=O)c3ccc4[nH]nc(-c5ccnc(C)c5)c4c3)CN2Cc2c(F)cccc2OC)CC1,17.9
CHEMBL3658439,CCOC(=O)N1CCN(C(=O)[C@@H]2CC[C@@H](NC(=O)c3ccc4[nH]nc(-c5ccnc(C)c5)c4c3)CN2Cc2c(F)cccc2OC)CC1,20.5
CHEMBL3658440,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NCCNC(=O)OC(C)(C)C,18.9
CHEMBL3658441,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NCCCNC(=O)OC(C)(C)C,16.9
CHEMBL3658442,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCN(C(=O)OC2(C)CC2)CC1,22.1
CHEMBL3658443,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CC(O[Si](C)(C)C(C)(C)C)CO1,72.5
CHEMBL3658444,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)NOC(C)(C)C,26.2
CHEMBL3658445,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N(C)CCCCNC(=O)OC(C)(C)C,90.3
CHEMBL3658446,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCN(C(=O)OC2CCCC2)CC1,31.0
CHEMBL3658447,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCN(C(=O)OC(C)C)CC1,19.1
CHEMBL3658448,COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N1CCN(C(=O)OC2CCOCC2)CC1,18.8
CHEMBL3658449,CN1CC(Cc2ccccc2)CC(NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1,8.34
CHEMBL3658450,CN1CC(Cc2c(F)cccc2F)CC(NC(=O)c2ccc3[nH]nc(-c4ccc5nn(C)cc5c4)c3c2)C1,1.395
CHEMBL3658451,CCN1CC(Cc2c(F)cccc2F)CC(NC(=O)c2ccc3[nH]nc(-c4ccc5nn(C)cc5c4)c3c2)C1,3.09
CHEMBL3658452,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CC(Cc5c(F)cccc5F)CN(C)C4)cc23)ccn1,4.805
CHEMBL3658453,Cc1nc2ccc(-c3n[nH]c4ccc(C(=O)N[C@@H]5C[C@H](Cc6c(F)cccc6F)CN(C)C5)cc34)cn2n1,1.45
CHEMBL3658454,Cc1nc2ccc(-c3n[nH]c4ccc(C(=O)N[C@@H]5C[C@@H](Cc6c(F)cccc6F)CN(C)C5)cc34)cn2n1,47.6
CHEMBL3658455,CN1C[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccn5ccnc5c4)c3c2)C[C@@H](Cc2c(F)cccc2F)C1,1.59
CHEMBL3658456,CN1C[C@@H](Cc2c(F)cccc2F)C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccn5ccnc5c4)c3c2)C1,149.95
CHEMBL3658457,CN1CC(Cc2c(F)cccc2F)CC(NC(=O)c2ccc3[nH]nc(-c4ccn5ncnc5c4)c3c2)C1,3.83
CHEMBL3658458,CN1C[C@@H](Cc2c(F)cccc2F)C[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nonc5c4)c3c2)C1,8.82
CHEMBL3658459,CN1C[C@H](Cc2c(F)cccc2F)C[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nonc5c4)c3c2)C1,1000.0
CHEMBL3658460,CN1CC(Cc2c(F)cccc2F)CC(NC(=O)c2ccc3[nH]nc(-c4nc5ccccc5s4)c3c2)C1,22.45
CHEMBL3658461,CN1CC(Cc2c(F)cccc2F)CC(NC(=O)c2ccc3[nH]nc(-c4ccc5ncsc5c4)c3c2)C1,2.715
CHEMBL3658462,CN1CC(Cc2c(F)cccc2F)CC(NC(=O)c2ccc3[nH]nc(-c4ccc5nsnc5c4)c3c2)C1,3.23
